Identifier;Name;Description;ApplicationIdentifier;FunctionalApprover;TechnicalAdmin
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 883_883_GAX_GAX;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 883_883_GAX;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 883;Sésame Formation;;
P_Sésame Formation_Habiliteur Assupro/Habiliteur UEAC - U01_U01_HAA;P_Sésame Formation_Habiliteur Assupro/Habiliteur UEAC - U01_U01;Habiliteur Assupro/Habiliteur UEAC rattaché é l'entité U01;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 866_866_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 866_866;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité 866;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B66_B66_TO2;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B66_B66;Téléopérateur Avenant portefeuille particulier + AN rattaché é l'entité B66;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier et professionnel - B94_B94_TO3;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier et professionnel - B94_B94;Téléopérateur Avenant portefeuille particulier et professionnel rattaché é l'entité B94;Sésame Formation;;
P_Sésame Formation_Téléopérateur Service é la personne uniquement - B99_B99_TO4;P_Sésame Formation_Téléopérateur Service é la personne uniquement - B99_B99;Téléopérateur Service é la personne uniquement rattaché é l'entité B99;Sésame Formation;;
P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/QSI/SSI_G_infra_dosip_it_qsi_ssi;P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/QSI/SSI;Groupe de mapping issu de l'AD;SVP.NET;;
P_Arcole_Profil superviseur MAF tout produit_SUPERVIS;P_Arcole_Profil superviseur MAF tout produit;profil utilisateur + paramétrage de certaines transactions;Arcole;;
P_Gestion contenu MTS_Contributeur MTS HABITATION_MTS HABITATION_-_Contributeur MTS HABITATION;P_Gestion contenu MTS_Contributeur MTS HABITATION_MTS HABITATION_-;Groupe d'utilisateur pouvant modifier des articles du wiki du produit HABITATION;Gestion contenu MTS;;
P_Intranet UGS_Lecteur_UGS__Lecteur;P_Intranet UGS_Lecteur_UGS_;Acces du site en lecture seule;Intranet UGS;;
P_MagicDraw_Permission d'éditer les propriétés de tout utilisateur du systéme_Systéme_Editer les propriétés de l'utilisateur;P_MagicDraw_Permission d'éditer les propriétés de tout utilisateur du systéme_Systéme;Permission d'éditer les propriétés de tout utilisateur du systéme;MagicDraw;;
P_MagicDraw_Permission de supprimer toute catégorie du systéme_Systéme_Supprimer la categorie;P_MagicDraw_Permission de supprimer toute catégorie du systéme_Systéme;Permission de supprimer toute catégorie du systéme;MagicDraw;;
P_Sésame Formation_Administrateur Référentiel de Production - 541_541_GAC;P_Sésame Formation_Administrateur Référentiel de Production - 541_541;Administrateur Référentiel de Production rattaché é l'entité 541;Sésame Formation;;
P_EASY_Acheteur Business PACIFICA_Acheteur EASY Pacifica;P_EASY_Acheteur Business PACIFICA;Unité de rattachement : PACIFICA;EASY;;
P_JENKINS_Utilisateur_http-ci.dev-jenkins_Utilisateur;P_JENKINS_Utilisateur_http-ci.dev-jenkins;Lecture des logs et execution de builds;JENKINS;;
P_MANTIS_;P_MANTIS;Les membres utilisateurs de ce réle se voient attribuer un compte Mantis;Mantis;;
P_OMEGA_tous les droits sur le périmétre des appels déoffres Pacifica_Responsable péle achat;P_OMEGA_tous les droits sur le périmétre des appels déoffres Pacifica;;EASY;;
P_Sésame Formation_Appui Technique Régional (en UGS) - S08_S08_ATR;P_Sésame Formation_Appui Technique Régional (en UGS) - S08_S08;Appui Technique Régional (en UGS) rattaché é l'entité S08;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 867_867_GAY_GAY;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 867_867_GAY;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 867;Sésame Formation;;
P_Sésame Formation_Gestionnaire Assurance en Agence - 900_900_GAB;P_Sésame Formation_Gestionnaire Assurance en Agence - 900_900;Gestionnaire Assurance en Agence rattaché é l'entité 900;Sésame Formation;;
P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B91_B91_HAB;P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B91_B91;Habiliteur Téléopérateur/Habiliteur MO rattaché é l'entité B91;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 868_868_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 868_868;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité 868;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P24_P24_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P24_P24;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité P24;Sésame Formation;;
P_Sésame Formation_Rédacteur Assurance Production - P04_P04_RAP;P_Sésame Formation_Rédacteur Assurance Production - P04_P04;Rédacteur Assurance Production rattaché é l'entité P04;Sésame Formation;;
P_Sésame Production_Appui Technique Régional (en UGS) - S07_S07_ATR;P_Sésame Production_Appui Technique Régional (en UGS) - S07_S07;Appui Technique Régional (en UGS) rattaché é l'entité S07;Sésame Production;;
P_Sésame Production_Appui Technique Régional (en UGS) - SE1_SE1_ATR;P_Sésame Production_Appui Technique Régional (en UGS) - SE1_SE1;Appui Technique Régional (en UGS) rattaché é l'entité SE1;Sésame Production;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 871_871_GAZ_GAZ;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 871_871_GAZ;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 871;Sésame Formation;;
P_Sésame Formation_Gestionnaire UEA/UEAC - E02_E02_UE2;P_Sésame Formation_Gestionnaire UEA/UEAC - E02_E02;Gestionnaire UEA/UEAC rattaché é l'entité E02;Sésame Formation;;
P_Sésame Formation_Gestionnaire UEA/UEAC - E48_E48_UE2;P_Sésame Formation_Gestionnaire UEA/UEAC - E48_E48;Gestionnaire UEA/UEAC rattaché é l'entité E48;Sésame Formation;;
P_Sésame Formation_Habiliteur Assupro/Habiliteur UEAC - E47_E47_HAA;P_Sésame Formation_Habiliteur Assupro/Habiliteur UEAC - E47_E47;Habiliteur Assupro/Habiliteur UEAC rattaché é l'entité E47;Sésame Formation;;
P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B79_B79_HAB;P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B79_B79;Habiliteur Téléopérateur/Habiliteur MO rattaché é l'entité B79;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P44_P44_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P44_P44;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité P44;Sésame Formation;;
P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/EIF/ALM/MAM1_G_infra_dosip_ea_eif_alm_mam1;P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/EIF/ALM/MAM1;Groupe de mapping issu de l'AD;SVP.NET;;
P_GED_Manager Assistant_Managers assistants des UGS_TOUTES LES UGS_MA;P_GED_Manager Assistant_Managers assistants des UGS_TOUTES LES UGS;Traitement de ses plis ou des plis de son UGS Visualisation des plis traités de l'UGS Consultation;GED;;
P_Intranet UGS_Encadrement S11_UGS_S11_Encadrement S11;P_Intranet UGS_Encadrement S11_UGS_S11;Groupe contenant l'encadrement de l'UGS S11;Intranet UGS;;
P_Intranet UGS_Membres de UGS SR1_UGS_SR1_Membres de UGS SR1;P_Intranet UGS_Membres de UGS SR1_UGS_SR1;Utilisez ce groupe pour accorder des droits de contribution pour le site SharePointé: UGS SR1;Intranet UGS;;
P_Intranet UGS_Visiteurs de UGS S10_UGS_S10_Visiteurs de UGS S10;P_Intranet UGS_Visiteurs de UGS S10_UGS_S10;Utilisez ce groupe pour accorder des droits de lecture pour le site SharePointé: UGS S10;Intranet UGS;;
P_MagicDraw_Permission d'assigner un nouveau utilisateur au systéme_Systéme_Assigner utilisateur au projet;P_MagicDraw_Permission d'assigner un nouveau utilisateur au systéme_Systéme;Permission d'assigner un nouveau utilisateur au systéme;MagicDraw;;
P_MagicDraw_Permission de lister les Accès des utilisateurs sur le systéme_Systéme_Liste d'Accès utilisateur;P_MagicDraw_Permission de lister les Accès des utilisateurs sur le systéme_Systéme;Permission de lister les Accès des utilisateurs sur le systéme;MagicDraw;;
P_JENKINS_Utilisateur_http-s00sic002-8084-jen_Utilisateur;P_JENKINS_Utilisateur_http-s00sic002-8084-jen;Lecture des logs et execution de builds;JENKINS;;
P_Sésame Formation_Assurpro - E95_E95_UE1;P_Sésame Formation_Assurpro - E95_E95;Assurpro rattaché é l'entité E95;Sésame Formation;;
P_Sésame Formation_Conseiller Professionnel - E48_E48_UE3;P_Sésame Formation_Conseiller Professionnel - E48_E48;Conseiller Professionnel rattaché é l'entité E48;Sésame Formation;;
P_Sésame Formation_Gestionnaire Administratif Production - P32_P32_GAP;P_Sésame Formation_Gestionnaire Administratif Production - P32_P32;Gestionnaire Administratif Production rattaché é l'entité P32;Sésame Formation;;
P_Sésame Formation_Gestionnaire Assurance en Agence - 824_824_GAB;P_Sésame Formation_Gestionnaire Assurance en Agence - 824_824;Gestionnaire Assurance en Agence rattaché é l'entité 824;Sésame Formation;;
P_Sésame Formation_Gestionnaire Assurance en Agence tout produit - 829_829_GAA;P_Sésame Formation_Gestionnaire Assurance en Agence tout produit - 829_829;Gestionnaire Assurance en Agence tout produit rattaché é l'entité 829;Sésame Formation;;
P_Sésame Formation_Habiliteur Assupro/Habiliteur UEAC - E83_E83_HAA;P_Sésame Formation_Habiliteur Assupro/Habiliteur UEAC - E83_E83;Habiliteur Assupro/Habiliteur UEAC rattaché é l'entité E83;Sésame Formation;;
P_Sésame Formation_Rédacteur Assurance Production - P23_P23_RAP;P_Sésame Formation_Rédacteur Assurance Production - P23_P23;Rédacteur Assurance Production rattaché é l'entité P23;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier et professionnel - B25_B25_TO3;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier et professionnel - B25_B25;Téléopérateur Avenant portefeuille particulier et professionnel rattaché é l'entité B25;Sésame Formation;;
P_SONAR_Administrators GFI_GFI;P_SONAR_Administrators GFI;Abilité é administrer le paramétrage des fonctions de revue de code et de les positionner par proje;SONAR;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 829_829_GAY_GAY;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 829_829_GAY;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 829;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 836_836_GAT_GAT;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 836_836_GAT;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 836;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 860_860_GAZ_GAZ;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 860_860_GAZ;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 860;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 872_872_GAZ_GAZ;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 872_872_GAZ;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 872;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 879_879_GAY_GAY;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 879_879_GAY;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 879;Sésame Formation;;
P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B33_B33_HAB;P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B33_B33;Habiliteur Téléopérateur/Habiliteur MO rattaché é l'entité B33;Sésame Formation;;
P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - M24_M24_HAB;P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - M24_M24;Habiliteur Téléopérateur/Habiliteur MO rattaché é l'entité M24;Sésame Formation;;
P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - M91_M91_HAB;P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - M91_M91;Habiliteur Téléopérateur/Habiliteur MO rattaché é l'entité M91;Sésame Formation;;
P_Sésame Formation_Interrogation PACIFICA/SCT - 540_540_SCT;P_Sésame Formation_Interrogation PACIFICA/SCT - 540_540;Interrogation PACIFICA/SCT rattaché é l'entité 540;Sésame Formation;;
P_Sésame Formation_Rédacteur Assurance Production - P32_P32_RAP;P_Sésame Formation_Rédacteur Assurance Production - P32_P32;Rédacteur Assurance Production rattaché é l'entité P32;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier et professionnel - B67_B67_TO3;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier et professionnel - B67_B67;Téléopérateur Avenant portefeuille particulier et professionnel rattaché é l'entité B67;Sésame Formation;;
P_Sésame Formation_Téléopérateur Service é la personne uniquement - B13_B13_TO4;P_Sésame Formation_Téléopérateur Service é la personne uniquement - B13_B13;Téléopérateur Service é la personne uniquement rattaché é l'entité B13;Sésame Formation;;
P_Arcole_Profil Standard_ARES_PORTA;P_Arcole_Profil Standard;Profil utilisé pour gérer le portail Arcole;Arcole;;
P_Intranet UGS_Membres de UGS SJ5_UGS_SJ5_Membres de UGS SJ5;P_Intranet UGS_Membres de UGS SJ5_UGS_SJ5;Utilisez ce groupe pour accorder des droits de contribution pour le site SharePointé: UGS SJ5;Intranet UGS;;
P_Oracle R12_Comptabilité Pacifica-Production-Assistant Direction de la Solvabilité et de léActuariat Secteur 207CO_Comptabilité Pacifica-Production-Assistant Direction de la Solvabilité et de léActuariat Secteur 207CO;P_Oracle R12_Comptabilité Pacifica-Production-Assistant Direction de la Solvabilité et de léActuariat Secteur 207CO;Ce profil donne le réle UMX ;Oracle R12;;
P_Quality Center_Métier QC_Métier QC;P_Quality Center_Métier QC;Métier responsable de Quality Center;Quality Center;;
P_ADMIN AD_Utilisateur_Lecteur;P_ADMIN AD_Utilisateur;Accès é l'annuaire AD en lecture;ADMIN AD;;
P_Intranet UGS_Assistantes administratives S03_UGS_S03_Assistantes administratives S03;P_Intranet UGS_Assistantes administratives S03_UGS_S03;Accès en lecture / écriture é l'intranet UGS S03;Intranet UGS;;
P_Intranet Viaren_Propriétaires de Viaren_Propriétaires de Viaren;P_Intranet Viaren_Propriétaires de Viaren;Administrateur fonctionnelle de l'intranet Viaren;Intranet Viaren;;
P_OCEAN_Accès DSI en centre de contact UGP_DSI_UGP_;P_OCEAN_Accès DSI en centre de contact UGP_DSI_UGP;Accès DSI en centre de contact UGP;OCEAN;;
P_RCP Scope_Lecteur - Portail;P_RCP Scope_Lecteur - Portail;Droit de lecture pour le portail;RCP Scope;;
P_Sésame Formation_Conseiller Professionnel - E68_E68_UE3;P_Sésame Formation_Conseiller Professionnel - E68_E68;Conseiller Professionnel rattaché é l'entité E68;Sésame Formation;;
P_Sésame Formation_Gestionnaire Administratif Production - P49_P49_GAP;P_Sésame Formation_Gestionnaire Administratif Production - P49_P49;Gestionnaire Administratif Production rattaché é l'entité P49;Sésame Formation;;
P_Sésame Formation_Gestionnaire UEA/UEAC - U94_U94_UE2;P_Sésame Formation_Gestionnaire UEA/UEAC - U94_U94;Gestionnaire UEA/UEAC rattaché é l'entité U94;Sésame Formation;;
P_Sésame Formation_Habiliteur Assupro/Habiliteur UEAC - E94_E94_HAA;P_Sésame Formation_Habiliteur Assupro/Habiliteur UEAC - E94_E94;Habiliteur Assupro/Habiliteur UEAC rattaché é l'entité E94;Sésame Formation;;
P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B87_B87_HAB;P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B87_B87;Habiliteur Téléopérateur/Habiliteur MO rattaché é l'entité B87;Sésame Formation;;
P_Sésame Formation_Rédacteur Assurance Production + Fonctions cotisations - 540_540_RAC;P_Sésame Formation_Rédacteur Assurance Production + Fonctions cotisations - 540_540;Rédacteur Assurance Production + Fonctions cotisations rattaché é l'entité 540;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier et professionnel - B71_B71_TO3;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier et professionnel - B71_B71;Téléopérateur Avenant portefeuille particulier et professionnel rattaché é l'entité B71;Sésame Formation;;
P_Sésame Formation_Gestionnaire Administratif Production - P03_P03_GAP;P_Sésame Formation_Gestionnaire Administratif Production - P03_P03;Gestionnaire Administratif Production rattaché é l'entité P03;Sésame Formation;;
